lead_id,ad_id,lead_date,lead_source,utm_medium,utm_campaign,email,phone,is_mql,converted_to_customer,became_buyer,order_id,customer_id,funnel_stage
10692,220,2023-04-12,Google,email,Campaign_60,user_10692@example.com,300-6973794,0,0,0,,,Raw Lead
10693,436,2023-04-06,Google,paid_search,Campaign_52,user_10693@example.com,300-7303337,1,0,0,,,MQL
10694,413,2023-04-17,Facebook,referral,Campaign_51,user_10694@example.com,300-8450338,0,0,0,,,Raw Lead
10695,258,2023-06-10,Email,paid_social,Campaign_35,user_10695@example.com,300-6590958,1,1,1,280,852.0,Customer (Buyer)
10696,662,2023-03-05,Instagram,referral,Campaign_30,user_10696@example.com,300-5043933,0,0,0,,,Raw Lead
10697,185,2023-02-20,Facebook,paid_social,Campaign_48,user_10697@example.com,300-7095273,0,0,0,,,Raw Lead
10698,619,2023-06-12,Facebook,referral,Campaign_41,user_10698@example.com,300-1979808,1,1,1,1701,4.0,Customer (Buyer)
10699,291,2023-05-23,Facebook,paid_social,Campaign_8,user_10699@example.com,300-6558035,1,1,0,,,Customer (No Purchase Yet)
10700,322,2023-06-08,Instagram,email,Campaign_16,user_10700@example.com,300-5333496,0,0,0,,,Raw Lead
10701,188,2023-04-05,TikTok,email,Campaign_21,user_10701@example.com,300-9390223,0,0,0,,,Raw Lead
10702,48,2023-05-25,Google,paid_search,Campaign_24,user_10702@example.com,300-5878621,1,0,0,,,MQL
10703,534,2023-06-10,Email,referral,Campaign_1,user_10703@example.com,300-3920362,0,0,0,,,Raw Lead
10704,172,2023-04-08,TikTok,referral,Campaign_2,user_10704@example.com,300-6468064,1,0,0,,,MQL
10705,362,2023-05-06,TikTok,email,Campaign_7,user_10705@example.com,300-7166168,0,0,0,,,Raw Lead
10706,299,2023-01-02,TikTok,paid_search,Campaign_17,user_10706@example.com,300-5071393,1,0,0,,,MQL
10707,313,2023-04-02,Google,paid_social,Campaign_50,user_10707@example.com,300-2489840,0,0,0,,,Raw Lead
10708,356,2023-01-23,TikTok,paid_social,Campaign_18,user_10708@example.com,300-7193940,0,0,0,,,Raw Lead
10709,224,2023-01-30,Facebook,email,Campaign_31,user_10709@example.com,300-6313346,1,1,0,,,Customer (No Purchase Yet)
10710,538,2023-05-03,Google,referral,Campaign_8,user_10710@example.com,300-4501447,1,1,1,1491,537.0,Customer (Buyer)
10711,413,2023-03-11,TikTok,referral,Campaign_19,user_10711@example.com,300-6569317,1,1,1,480,106.0,Customer (Buyer)
10712,616,2023-02-18,TikTok,paid_search,Campaign_31,user_10712@example.com,300-8409371,1,0,0,,,MQL
10713,680,2023-06-04,Google,referral,Campaign_15,user_10713@example.com,300-3308438,1,0,0,,,MQL
10714,373,2023-05-13,Google,paid_social,Campaign_57,user_10714@example.com,300-2754103,0,0,0,,,Raw Lead
10715,436,2023-06-19,Instagram,referral,Campaign_57,user_10715@example.com,300-5165967,0,0,0,,,Raw Lead
10716,574,2023-01-13,Google,paid_social,Campaign_35,user_10716@example.com,300-4504399,1,0,0,,,MQL
10717,455,2023-02-10,Email,referral,Campaign_1,user_10717@example.com,300-1626565,1,0,0,,,MQL
10718,379,2023-05-20,Facebook,paid_search,Campaign_51,user_10718@example.com,300-5565582,1,0,0,,,MQL
10719,157,2023-04-23,Facebook,referral,Campaign_18,user_10719@example.com,300-8753501,0,0,0,,,Raw Lead
10720,125,2023-06-11,Google,email,Campaign_9,user_10720@example.com,300-3552067,0,0,0,,,Raw Lead
10721,281,2023-03-01,Facebook,paid_search,Campaign_12,user_10721@example.com,300-6746328,1,1,1,1951,440.0,Customer (Buyer)
10722,554,2023-06-04,Email,paid_social,Campaign_30,user_10722@example.com,300-7611870,0,0,0,,,Raw Lead
10723,663,2023-04-22,Email,paid_social,Campaign_35,user_10723@example.com,300-7573728,1,0,0,,,MQL
10724,108,2023-05-20,TikTok,referral,Campaign_9,user_10724@example.com,300-8314186,0,0,0,,,Raw Lead
10725,567,2023-02-23,Google,referral,Campaign_36,user_10725@example.com,300-9064405,0,0,0,,,Raw Lead
10726,370,2023-01-20,TikTok,paid_social,Campaign_20,user_10726@example.com,300-6515721,1,0,0,,,MQL
10727,148,2023-05-10,Facebook,referral,Campaign_37,user_10727@example.com,300-3029254,1,0,0,,,MQL
10728,212,2023-03-24,Google,referral,Campaign_56,user_10728@example.com,300-9192184,1,0,0,,,MQL
10729,552,2023-05-04,TikTok,paid_search,Campaign_41,user_10729@example.com,300-5949204,0,0,0,,,Raw Lead
10730,403,2023-03-15,Instagram,email,Campaign_22,user_10730@example.com,300-8317070,1,0,0,,,MQL
10731,246,2023-02-28,TikTok,referral,Campaign_9,user_10731@example.com,300-6017275,1,0,0,,,MQL
10732,585,2023-01-20,Google,paid_search,Campaign_17,user_10732@example.com,300-4191070,0,0,0,,,Raw Lead
10733,343,2023-02-01,Facebook,referral,Campaign_16,user_10733@example.com,300-4241927,0,0,0,,,Raw Lead
10734,691,2023-05-15,Instagram,paid_search,Campaign_43,user_10734@example.com,300-4767459,1,0,0,,,MQL
10735,391,2023-02-23,Facebook,email,Campaign_9,user_10735@example.com,300-2609477,1,1,0,,,Customer (No Purchase Yet)
10736,648,2023-01-09,TikTok,paid_social,Campaign_48,user_10736@example.com,300-2039129,0,0,0,,,Raw Lead
10737,120,2023-03-13,Google,email,Campaign_31,user_10737@example.com,300-8831558,1,1,1,1038,360.0,Customer (Buyer)
10738,221,2023-05-26,Email,referral,Campaign_3,user_10738@example.com,300-7995025,1,0,0,,,MQL
10739,499,2023-04-21,Email,email,Campaign_24,user_10739@example.com,300-6848361,0,0,0,,,Raw Lead
10740,142,2023-04-03,Instagram,email,Campaign_5,user_10740@example.com,300-2511981,0,0,0,,,Raw Lead
10741,618,2023-05-06,Instagram,paid_social,Campaign_42,user_10741@example.com,300-4516370,1,0,0,,,MQL
10742,611,2023-05-31,Google,email,Campaign_31,user_10742@example.com,300-9338831,1,0,0,,,MQL
10743,376,2023-05-17,Instagram,paid_search,Campaign_49,user_10743@example.com,300-2528250,0,0,0,,,Raw Lead
10744,277,2023-03-16,Instagram,paid_search,Campaign_54,user_10744@example.com,300-8069580,1,1,0,,,Customer (No Purchase Yet)
10745,321,2023-02-12,Google,paid_social,Campaign_33,user_10745@example.com,300-3233709,1,1,1,95,525.0,Customer (Buyer)
10746,337,2023-04-09,Instagram,email,Campaign_42,user_10746@example.com,300-1898158,1,0,0,,,MQL
10747,152,2023-04-14,Email,referral,Campaign_53,user_10747@example.com,300-2214210,0,0,0,,,Raw Lead
10748,340,2023-04-26,Email,email,Campaign_5,user_10748@example.com,300-7191011,1,1,0,,,Customer (No Purchase Yet)
10749,130,2023-05-13,Email,referral,Campaign_25,user_10749@example.com,300-7673418,1,1,0,,,Customer (No Purchase Yet)
10750,155,2023-02-24,Email,referral,Campaign_48,user_10750@example.com,300-4344446,0,0,0,,,Raw Lead
10751,155,2023-01-12,Instagram,email,Campaign_3,user_10751@example.com,300-4380380,1,0,0,,,MQL
10752,384,2023-02-28,Instagram,paid_social,Campaign_39,user_10752@example.com,300-9366543,0,0,0,,,Raw Lead
10753,240,2023-05-10,TikTok,paid_search,Campaign_52,user_10753@example.com,300-5611218,0,0,0,,,Raw Lead
10754,267,2023-06-17,Google,referral,Campaign_34,user_10754@example.com,300-5646337,0,0,0,,,Raw Lead
10755,323,2023-04-04,Facebook,paid_social,Campaign_19,user_10755@example.com,300-3563415,1,0,0,,,MQL
10756,423,2023-04-03,Google,referral,Campaign_19,user_10756@example.com,300-5433263,1,0,0,,,MQL
10757,62,2023-02-17,Facebook,paid_search,Campaign_55,user_10757@example.com,300-3085817,0,0,0,,,Raw Lead
10758,458,2023-05-18,Instagram,paid_search,Campaign_10,user_10758@example.com,300-7711869,1,0,0,,,MQL
10759,319,2023-04-08,Facebook,paid_search,Campaign_45,user_10759@example.com,300-5229107,1,0,0,,,MQL
10760,126,2023-04-26,TikTok,email,Campaign_19,user_10760@example.com,300-4238647,0,0,0,,,Raw Lead
10761,43,2023-03-18,Instagram,email,Campaign_14,user_10761@example.com,300-8831146,0,0,0,,,Raw Lead
10762,687,2023-01-21,TikTok,email,Campaign_15,user_10762@example.com,300-5017423,0,0,0,,,Raw Lead
10763,64,2023-02-23,Instagram,paid_search,Campaign_31,user_10763@example.com,300-5155076,0,0,0,,,Raw Lead
10764,13,2023-06-19,Email,paid_social,Campaign_56,user_10764@example.com,300-6512282,1,0,0,,,MQL
10765,323,2023-03-22,Email,paid_social,Campaign_30,user_10765@example.com,300-8725253,0,0,0,,,Raw Lead
10766,36,2023-03-30,Email,email,Campaign_55,user_10766@example.com,300-2931450,1,0,0,,,MQL
10767,306,2023-03-14,Facebook,paid_search,Campaign_16,user_10767@example.com,300-2146452,0,0,0,,,Raw Lead
10768,519,2023-05-03,Instagram,paid_search,Campaign_42,user_10768@example.com,300-6095581,1,0,0,,,MQL
10769,150,2023-01-03,Email,referral,Campaign_50,user_10769@example.com,300-1663176,0,0,0,,,Raw Lead
10770,317,2023-01-21,Instagram,email,Campaign_38,user_10770@example.com,300-2756359,1,0,0,,,MQL
10771,634,2023-03-01,Facebook,paid_search,Campaign_31,user_10771@example.com,300-7843695,0,0,0,,,Raw Lead
10772,138,2023-04-16,Email,email,Campaign_7,user_10772@example.com,300-6148115,0,0,0,,,Raw Lead
10773,42,2023-03-16,Instagram,email,Campaign_49,user_10773@example.com,300-3612095,1,0,0,,,MQL
10774,344,2023-02-28,Email,email,Campaign_30,user_10774@example.com,300-2640817,0,0,0,,,Raw Lead
10775,692,2023-06-19,TikTok,email,Campaign_7,user_10775@example.com,300-2264527,1,1,0,,,Customer (No Purchase Yet)
10776,422,2023-02-12,TikTok,paid_social,Campaign_42,user_10776@example.com,300-5886766,0,0,0,,,Raw Lead
10777,291,2023-05-16,Instagram,email,Campaign_48,user_10777@example.com,300-4831010,1,1,0,,,Customer (No Purchase Yet)
10778,340,2023-06-09,Instagram,referral,Campaign_7,user_10778@example.com,300-5916261,0,0,0,,,Raw Lead
10779,108,2023-05-17,TikTok,paid_search,Campaign_37,user_10779@example.com,300-8829693,1,1,0,,,Customer (No Purchase Yet)
10780,479,2023-04-16,Google,email,Campaign_47,user_10780@example.com,300-5547922,1,1,0,,,Customer (No Purchase Yet)
10781,441,2023-05-26,TikTok,referral,Campaign_13,user_10781@example.com,300-9942458,1,0,0,,,MQL
10782,10,2023-02-11,Facebook,paid_search,Campaign_45,user_10782@example.com,300-6062527,1,0,0,,,MQL
10783,364,2023-04-28,Email,email,Campaign_25,user_10783@example.com,300-1872358,0,0,0,,,Raw Lead
10784,228,2023-03-16,Instagram,referral,Campaign_50,user_10784@example.com,300-8460572,1,1,1,89,231.0,Customer (Buyer)
10785,548,2023-06-25,Google,email,Campaign_24,user_10785@example.com,300-3573204,0,0,0,,,Raw Lead
10786,229,2023-04-21,TikTok,referral,Campaign_16,user_10786@example.com,300-8950074,0,0,0,,,Raw Lead
10787,388,2023-05-21,Google,paid_search,Campaign_55,user_10787@example.com,300-1936309,0,0,0,,,Raw Lead
10788,316,2023-01-03,Facebook,referral,Campaign_4,user_10788@example.com,300-8386958,1,0,0,,,MQL
10789,515,2023-02-08,Email,paid_social,Campaign_45,user_10789@example.com,300-7341436,0,0,0,,,Raw Lead
10790,23,2023-02-24,TikTok,referral,Campaign_33,user_10790@example.com,300-7527724,1,1,1,1048,946.0,Customer (Buyer)
10791,168,2023-03-11,Instagram,paid_search,Campaign_44,user_10791@example.com,300-4210203,1,0,0,,,MQL
10792,124,2023-02-12,Email,paid_search,Campaign_45,user_10792@example.com,300-7261696,1,1,1,946,95.0,Customer (Buyer)
10793,428,2023-02-23,Facebook,referral,Campaign_31,user_10793@example.com,300-2257829,1,1,1,1851,89.0,Customer (Buyer)
10794,413,2023-06-18,Facebook,paid_social,Campaign_56,user_10794@example.com,300-1413181,0,0,0,,,Raw Lead
10795,471,2023-03-16,TikTok,paid_social,Campaign_44,user_10795@example.com,300-6340600,1,1,1,1004,133.0,Customer (Buyer)
10796,533,2023-01-30,Facebook,email,Campaign_59,user_10796@example.com,300-9799914,0,0,0,,,Raw Lead
10797,543,2023-05-29,Facebook,paid_search,Campaign_2,user_10797@example.com,300-3040412,1,0,0,,,MQL
10798,362,2023-06-22,Instagram,referral,Campaign_30,user_10798@example.com,300-3370558,0,0,0,,,Raw Lead
10799,467,2023-02-25,TikTok,email,Campaign_54,user_10799@example.com,300-7925172,0,0,0,,,Raw Lead
10800,537,2023-04-22,Facebook,paid_search,Campaign_47,user_10800@example.com,300-5965086,0,0,0,,,Raw Lead
10801,107,2023-06-30,Facebook,referral,Campaign_57,user_10801@example.com,300-3400671,1,0,0,,,MQL
10802,345,2023-02-22,TikTok,email,Campaign_2,user_10802@example.com,300-7769281,0,0,0,,,Raw Lead
10803,65,2023-02-08,Email,paid_social,Campaign_56,user_10803@example.com,300-5930983,0,0,0,,,Raw Lead
10804,370,2023-03-19,Google,referral,Campaign_4,user_10804@example.com,300-3788287,1,0,0,,,MQL
10805,625,2023-02-03,Facebook,paid_social,Campaign_48,user_10805@example.com,300-5425137,0,0,0,,,Raw Lead
10806,286,2023-01-05,Email,paid_social,Campaign_22,user_10806@example.com,300-5535475,0,0,0,,,Raw Lead
10807,79,2023-03-18,TikTok,paid_social,Campaign_23,user_10807@example.com,300-2655011,0,0,0,,,Raw Lead
10808,53,2023-04-22,Instagram,paid_search,Campaign_17,user_10808@example.com,300-6046555,0,0,0,,,Raw Lead
10809,364,2023-04-28,Facebook,referral,Campaign_7,user_10809@example.com,300-2092301,1,0,0,,,MQL
10810,535,2023-02-07,Facebook,referral,Campaign_9,user_10810@example.com,300-3022703,0,0,0,,,Raw Lead
10811,373,2023-03-27,Email,paid_search,Campaign_45,user_10811@example.com,300-5276412,0,0,0,,,Raw Lead
10812,650,2023-03-17,Instagram,referral,Campaign_16,user_10812@example.com,300-2957574,1,0,0,,,MQL
10813,82,2023-01-02,TikTok,referral,Campaign_23,user_10813@example.com,300-8427428,1,1,1,624,626.0,Customer (Buyer)
10814,698,2023-06-24,Email,paid_search,Campaign_34,user_10814@example.com,300-7453942,0,0,0,,,Raw Lead
10815,615,2023-04-18,Facebook,email,Campaign_29,user_10815@example.com,300-4024998,1,0,0,,,MQL
10816,309,2023-06-13,Google,referral,Campaign_44,user_10816@example.com,300-5295921,1,0,0,,,MQL
10817,206,2023-01-17,Instagram,paid_search,Campaign_45,user_10817@example.com,300-3114720,1,1,1,1589,87.0,Customer (Buyer)
10818,677,2023-05-28,TikTok,paid_social,Campaign_7,user_10818@example.com,300-3677638,0,0,0,,,Raw Lead
10819,403,2023-01-13,Facebook,paid_social,Campaign_34,user_10819@example.com,300-1642114,0,0,0,,,Raw Lead
10820,234,2023-03-21,Google,email,Campaign_22,user_10820@example.com,300-5224954,1,0,0,,,MQL
10821,429,2023-01-18,Email,referral,Campaign_14,user_10821@example.com,300-4959739,0,0,0,,,Raw Lead
10822,214,2023-05-03,Facebook,paid_search,Campaign_29,user_10822@example.com,300-3359013,1,1,0,,,Customer (No Purchase Yet)
10823,566,2023-03-31,Facebook,paid_social,Campaign_26,user_10823@example.com,300-4833482,0,0,0,,,Raw Lead
10824,293,2023-01-12,Email,paid_search,Campaign_15,user_10824@example.com,300-9999208,1,0,0,,,MQL
10825,295,2023-03-30,Facebook,paid_search,Campaign_25,user_10825@example.com,300-2831569,1,0,0,,,MQL
10826,663,2023-02-25,Email,email,Campaign_2,user_10826@example.com,300-4356520,1,0,0,,,MQL
10827,469,2023-02-05,Email,referral,Campaign_41,user_10827@example.com,300-2099932,1,1,0,,,Customer (No Purchase Yet)
10828,556,2023-02-25,Instagram,paid_search,Campaign_39,user_10828@example.com,300-6525828,0,0,0,,,Raw Lead
10829,245,2023-02-17,Instagram,paid_social,Campaign_55,user_10829@example.com,300-3098766,1,1,1,1208,468.0,Customer (Buyer)
10830,369,2023-04-10,Google,paid_social,Campaign_28,user_10830@example.com,300-9011320,0,0,0,,,Raw Lead
10831,149,2023-02-08,TikTok,paid_search,Campaign_27,user_10831@example.com,300-1600287,0,0,0,,,Raw Lead
10832,444,2023-05-19,Instagram,paid_social,Campaign_11,user_10832@example.com,300-7132111,0,0,0,,,Raw Lead
10833,42,2023-06-23,Email,paid_search,Campaign_15,user_10833@example.com,300-1913398,0,0,0,,,Raw Lead
10834,223,2023-05-09,Instagram,referral,Campaign_11,user_10834@example.com,300-3658978,1,0,0,,,MQL
10835,653,2023-04-13,TikTok,paid_search,Campaign_49,user_10835@example.com,300-2062684,1,0,0,,,MQL
10836,403,2023-02-16,Email,paid_search,Campaign_35,user_10836@example.com,300-9680179,0,0,0,,,Raw Lead
10837,674,2023-04-10,Facebook,referral,Campaign_57,user_10837@example.com,300-4768262,0,0,0,,,Raw Lead
10838,187,2023-06-26,Instagram,paid_social,Campaign_31,user_10838@example.com,300-6694786,1,0,0,,,MQL
10839,241,2023-06-01,TikTok,paid_social,Campaign_10,user_10839@example.com,300-1423902,0,0,0,,,Raw Lead
10840,470,2023-02-27,Facebook,referral,Campaign_13,user_10840@example.com,300-7736128,1,1,1,453,838.0,Customer (Buyer)
10841,398,2023-03-19,Email,paid_social,Campaign_44,user_10841@example.com,300-6211129,0,0,0,,,Raw Lead
10842,567,2023-03-25,Instagram,paid_social,Campaign_27,user_10842@example.com,300-7257511,1,0,0,,,MQL
10843,327,2023-01-21,Email,email,Campaign_23,user_10843@example.com,300-4125669,1,1,0,,,Customer (No Purchase Yet)
10844,280,2023-03-11,Facebook,referral,Campaign_35,user_10844@example.com,300-6980588,1,1,1,569,16.0,Customer (Buyer)
10845,68,2023-06-28,Facebook,paid_social,Campaign_14,user_10845@example.com,300-2969103,1,0,0,,,MQL
10846,311,2023-04-30,Google,email,Campaign_41,user_10846@example.com,300-8485007,1,1,0,,,Customer (No Purchase Yet)
10847,25,2023-03-31,Facebook,paid_search,Campaign_52,user_10847@example.com,300-8125028,1,0,0,,,MQL
10848,116,2023-06-08,Facebook,paid_social,Campaign_50,user_10848@example.com,300-2354882,1,0,0,,,MQL
10849,429,2023-05-19,Email,referral,Campaign_33,user_10849@example.com,300-6193745,1,1,1,1243,90.0,Customer (Buyer)
10850,598,2023-01-17,Instagram,paid_search,Campaign_51,user_10850@example.com,300-8542315,0,0,0,,,Raw Lead
10851,33,2023-04-21,Email,email,Campaign_34,user_10851@example.com,300-3889003,0,0,0,,,Raw Lead
10852,616,2023-03-03,Google,referral,Campaign_58,user_10852@example.com,300-1417555,0,0,0,,,Raw Lead
10853,100,2023-04-26,Instagram,paid_search,Campaign_38,user_10853@example.com,300-3237864,1,0,0,,,MQL
10854,234,2023-06-24,Instagram,paid_search,Campaign_13,user_10854@example.com,300-8076010,0,0,0,,,Raw Lead
10855,125,2023-04-09,Instagram,paid_search,Campaign_13,user_10855@example.com,300-8679054,1,0,0,,,MQL
10856,90,2023-04-09,Facebook,paid_search,Campaign_21,user_10856@example.com,300-7295616,0,0,0,,,Raw Lead
10857,425,2023-04-01,Email,referral,Campaign_34,user_10857@example.com,300-5108912,1,1,0,,,Customer (No Purchase Yet)
10858,48,2023-05-16,Google,paid_social,Campaign_36,user_10858@example.com,300-4009260,1,0,0,,,MQL
10859,230,2023-01-07,Facebook,referral,Campaign_17,user_10859@example.com,300-7614776,0,0,0,,,Raw Lead
10860,387,2023-02-26,Email,referral,Campaign_40,user_10860@example.com,300-9450678,0,0,0,,,Raw Lead
10861,65,2023-03-29,Google,paid_social,Campaign_1,user_10861@example.com,300-3915819,0,0,0,,,Raw Lead
10862,293,2023-03-07,Facebook,paid_search,Campaign_1,user_10862@example.com,300-1873592,0,0,0,,,Raw Lead
10863,365,2023-01-08,Instagram,referral,Campaign_7,user_10863@example.com,300-8115435,1,1,1,296,720.0,Customer (Buyer)
10864,573,2023-02-09,Facebook,referral,Campaign_38,user_10864@example.com,300-8532223,1,0,0,,,MQL
10865,663,2023-06-28,Instagram,paid_search,Campaign_59,user_10865@example.com,300-4329622,1,0,0,,,MQL
10866,190,2023-06-03,TikTok,paid_search,Campaign_2,user_10866@example.com,300-6093723,1,0,0,,,MQL
10867,278,2023-01-27,Email,referral,Campaign_21,user_10867@example.com,300-8123947,0,0,0,,,Raw Lead
10868,280,2023-05-23,Instagram,paid_social,Campaign_35,user_10868@example.com,300-5547144,1,0,0,,,MQL
10869,693,2023-02-05,TikTok,paid_search,Campaign_37,user_10869@example.com,300-7654304,0,0,0,,,Raw Lead
10870,593,2023-04-14,TikTok,referral,Campaign_47,user_10870@example.com,300-6547104,1,1,1,153,830.0,Customer (Buyer)
10871,613,2023-01-09,TikTok,paid_search,Campaign_50,user_10871@example.com,300-1842028,0,0,0,,,Raw Lead
10872,456,2023-03-04,Facebook,paid_social,Campaign_48,user_10872@example.com,300-1794359,1,0,0,,,MQL
10873,245,2023-01-06,Email,paid_search,Campaign_55,user_10873@example.com,300-3761067,1,1,1,131,259.0,Customer (Buyer)
10874,291,2023-04-03,Facebook,email,Campaign_24,user_10874@example.com,300-8913544,1,1,1,1604,767.0,Customer (Buyer)
10875,412,2023-01-05,Facebook,paid_social,Campaign_24,user_10875@example.com,300-3112246,1,0,0,,,MQL
10876,220,2023-06-04,Google,email,Campaign_43,user_10876@example.com,300-4896537,0,0,0,,,Raw Lead
10877,184,2023-04-07,Google,paid_search,Campaign_15,user_10877@example.com,300-2927462,1,0,0,,,MQL
10878,152,2023-02-06,Instagram,paid_social,Campaign_26,user_10878@example.com,300-2204864,0,0,0,,,Raw Lead
10879,114,2023-01-11,Email,email,Campaign_14,user_10879@example.com,300-9876556,1,0,0,,,MQL
10880,644,2023-03-17,Google,referral,Campaign_52,user_10880@example.com,300-8568337,1,0,0,,,MQL
10881,248,2023-06-19,Email,referral,Campaign_29,user_10881@example.com,300-6335307,1,1,1,1820,866.0,Customer (Buyer)
10882,148,2023-04-26,Google,referral,Campaign_56,user_10882@example.com,300-1603871,1,1,1,1701,4.0,Customer (Buyer)
10883,617,2023-04-08,Facebook,referral,Campaign_12,user_10883@example.com,300-2731141,1,1,1,1203,548.0,Customer (Buyer)
10884,550,2023-06-30,Email,referral,Campaign_24,user_10884@example.com,300-8369363,1,0,0,,,MQL
10885,232,2023-06-02,Email,paid_social,Campaign_34,user_10885@example.com,300-8765942,1,0,0,,,MQL
10886,612,2023-04-20,Facebook,paid_social,Campaign_10,user_10886@example.com,300-2738517,1,0,0,,,MQL
10887,321,2023-05-01,Facebook,referral,Campaign_46,user_10887@example.com,300-8439690,1,0,0,,,MQL
10888,507,2023-05-13,Instagram,paid_search,Campaign_34,user_10888@example.com,300-1359209,1,0,0,,,MQL
10889,142,2023-01-20,TikTok,paid_search,Campaign_45,user_10889@example.com,300-8488527,0,0,0,,,Raw Lead
10890,365,2023-05-27,Instagram,paid_search,Campaign_9,user_10890@example.com,300-3515598,1,0,0,,,MQL
10891,241,2023-03-29,TikTok,paid_social,Campaign_51,user_10891@example.com,300-3706758,0,0,0,,,Raw Lead
10892,57,2023-05-16,Facebook,referral,Campaign_31,user_10892@example.com,300-2739052,0,0,0,,,Raw Lead
10893,285,2023-01-21,Google,paid_search,Campaign_22,user_10893@example.com,300-2889929,0,0,0,,,Raw Lead
10894,288,2023-06-05,Instagram,email,Campaign_19,user_10894@example.com,300-7888243,1,0,0,,,MQL
10895,693,2023-01-10,Google,referral,Campaign_46,user_10895@example.com,300-9428156,1,0,0,,,MQL
10896,636,2023-03-04,Email,email,Campaign_31,user_10896@example.com,300-3228345,1,0,0,,,MQL
10897,101,2023-04-04,Google,paid_search,Campaign_36,user_10897@example.com,300-3242498,1,0,0,,,MQL
10898,472,2023-01-14,TikTok,referral,Campaign_6,user_10898@example.com,300-9304653,0,0,0,,,Raw Lead
10899,526,2023-06-13,Google,paid_search,Campaign_8,user_10899@example.com,300-6730369,0,0,0,,,Raw Lead
10900,618,2023-03-15,TikTok,email,Campaign_20,user_10900@example.com,300-5211880,1,0,0,,,MQL
10901,450,2023-03-15,Instagram,email,Campaign_24,user_10901@example.com,300-1491032,0,0,0,,,Raw Lead
10902,321,2023-01-19,Instagram,referral,Campaign_9,user_10902@example.com,300-3864888,1,0,0,,,MQL
10903,91,2023-04-18,TikTok,referral,Campaign_46,user_10903@example.com,300-7735187,0,0,0,,,Raw Lead
10904,380,2023-01-12,Facebook,paid_search,Campaign_27,user_10904@example.com,300-4353867,0,0,0,,,Raw Lead
10905,320,2023-03-29,Instagram,email,Campaign_35,user_10905@example.com,300-2475789,0,0,0,,,Raw Lead
10906,144,2023-06-10,Facebook,referral,Campaign_12,user_10906@example.com,300-3827167,1,1,0,,,Customer (No Purchase Yet)
10907,369,2023-06-27,Google,paid_social,Campaign_48,user_10907@example.com,300-9502621,0,0,0,,,Raw Lead
10908,135,2023-05-12,Email,referral,Campaign_10,user_10908@example.com,300-3954123,0,0,0,,,Raw Lead
10909,260,2023-06-27,Google,paid_search,Campaign_38,user_10909@example.com,300-2070706,0,0,0,,,Raw Lead
10910,236,2023-03-05,Email,paid_search,Campaign_16,user_10910@example.com,300-1592611,1,1,0,,,Customer (No Purchase Yet)
10911,226,2023-03-11,Facebook,paid_search,Campaign_58,user_10911@example.com,300-1730152,1,0,0,,,MQL
10912,505,2023-03-23,Instagram,paid_search,Campaign_45,user_10912@example.com,300-4577593,0,0,0,,,Raw Lead
10913,278,2023-05-25,Email,referral,Campaign_56,user_10913@example.com,300-7753955,1,0,0,,,MQL
10914,349,2023-04-15,Google,paid_social,Campaign_26,user_10914@example.com,300-6839386,1,0,0,,,MQL
10915,422,2023-02-04,Google,paid_social,Campaign_3,user_10915@example.com,300-6141202,1,0,0,,,MQL
10916,461,2023-01-29,Google,email,Campaign_44,user_10916@example.com,300-4824460,0,0,0,,,Raw Lead
10917,449,2023-04-07,Facebook,email,Campaign_60,user_10917@example.com,300-4084382,1,1,1,1407,755.0,Customer (Buyer)
10918,61,2023-01-06,Email,referral,Campaign_8,user_10918@example.com,300-1912959,0,0,0,,,Raw Lead
10919,170,2023-05-07,Email,email,Campaign_29,user_10919@example.com,300-9050111,1,0,0,,,MQL
10920,314,2023-06-24,Email,referral,Campaign_45,user_10920@example.com,300-5151519,1,1,1,775,660.0,Customer (Buyer)
10921,563,2023-04-19,Email,referral,Campaign_46,user_10921@example.com,300-5930936,0,0,0,,,Raw Lead
10922,80,2023-01-20,TikTok,paid_search,Campaign_12,user_10922@example.com,300-8487774,1,0,0,,,MQL
10923,620,2023-06-04,Instagram,paid_search,Campaign_27,user_10923@example.com,300-1076723,0,0,0,,,Raw Lead
10924,147,2023-01-30,Google,referral,Campaign_23,user_10924@example.com,300-4068026,1,0,0,,,MQL
10925,66,2023-03-20,Email,paid_search,Campaign_9,user_10925@example.com,300-1666891,1,1,0,,,Customer (No Purchase Yet)
10926,79,2023-04-10,Instagram,paid_search,Campaign_51,user_10926@example.com,300-1064807,0,0,0,,,Raw Lead
10927,535,2023-06-11,Email,referral,Campaign_15,user_10927@example.com,300-6474129,1,1,1,1776,664.0,Customer (Buyer)
10928,471,2023-03-20,Instagram,paid_social,Campaign_33,user_10928@example.com,300-2727999,0,0,0,,,Raw Lead
10929,3,2023-05-29,Facebook,paid_search,Campaign_15,user_10929@example.com,300-2305096,1,1,1,453,838.0,Customer (Buyer)
10930,254,2023-03-06,TikTok,referral,Campaign_24,user_10930@example.com,300-2129542,0,0,0,,,Raw Lead
10931,471,2023-01-16,TikTok,email,Campaign_14,user_10931@example.com,300-6292720,1,0,0,,,MQL
10932,152,2023-01-06,TikTok,referral,Campaign_40,user_10932@example.com,300-3496132,0,0,0,,,Raw Lead
10933,609,2023-01-17,Email,paid_social,Campaign_54,user_10933@example.com,300-1849904,0,0,0,,,Raw Lead
